symbol,datasetGroup,apiPosition,historicalBinanceArrayPosition,profitClass,netProfit,grossProfit,fees,returnPct,signals,accepted,buys,sells,winningPositions,losingPositions,flatPositions,winRate,priceMin,priceMax,priceTick,lotMin,lotMax,lotStep,marketLotMin,marketLotMax,marketLotStep,percentBidUp,percentBidDown,percentAskUp,percentAskDown,percentAvgPriceMins,minNotional,maxNotional,baseAssetPrecision,quotePrecision,quoteAssetPrecision,structuralFingerprint,cohortCatalogueCount,cohortStrategyCount,cohortPositiveRate,cohortFlatRate,cohortNegativeRate,cohortTotalNetProfit,cohortMeanNetProfit,cohortMedianNetProfit,cohortPositiveNetProfit,cohortNegativeNetProfit
PENGUUSDT,OutOfSample,2860,2860,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,1000,0.000001,1,92141578,1,0,19121064.67083333,0,1.2,0.5,2,0.8,5,1,9000000,8,8,8,priceMin=0.000001|priceMax=1000|priceTick=0.000001|lotMin=1|lotMax=92141578|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=1|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,3,2,0,1,0,0,0,0,0,0
TUTUSDT,OutOfSample,3020,3020,flat,0,0,0,0,11,0,0,0,0,0,0,0,0.00001,10,0.00001,1,8080000000,1,0,1631791.95416666,0,1.2,0.5,2,0.8,5,1,9000000,8,8,8,priceMin=0.00001|priceMax=10|priceTick=0.00001|lotMin=1|lotMax=8080000000|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=1|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,2,1,0,1,0,0,0,0,0,0
ONDOUSDT,OutOfSample,3044,3044,flat,0,0,0,0,4,0,0,0,0,0,0,0,0.0001,100,0.0001,0.1,913205152,0.1,0,606831.59375,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=100|priceTick=0.0001|lotMin=0.1|lotMax=913205152|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,58,4,0,1,0,0,0,0,0,0
USD1USDT,OutOfSample,3110,3110,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.2,0.00001,1,10000000,1,0,7699886.775,0,1.1,0.9,1.1,0.9,5,5,9000000,8,8,8,priceMin=0.8|priceMax=1.2|priceTick=0.00001|lotMin=1|lotMax=10000000|lotStep=1|bidUp=1.1|bidDown=0.9|askUp=1.1|askDown=0.9|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,5,2,0,1,0,0,0,0,0,0
SOPHUSDT,OutOfSample,3122,3122,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,100,0.00001,1,913205152,1,0,15527821.8875,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.00001|priceMax=100|priceTick=0.00001|lotMin=1|lotMax=913205152|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,49,3,0,1,0,0,0,0,0,0
SAHARAUSDT,OutOfSample,3154,3154,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,100,0.00001,1,913205152,1,0,4987331.30833333,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.00001|priceMax=100|priceTick=0.00001|lotMin=1|lotMax=913205152|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,49,3,0,1,0,0,0,0,0,0
WLFIUSDT,OutOfSample,3226,3226,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,100,0.0001,0.1,913205152,0.1,0,4131572.88,0,1.2,0.5,2,0.8,5,5,9000000,2,8,8,priceMin=0.0001|priceMax=100|priceTick=0.0001|lotMin=0.1|lotMax=913205152|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=2|quotePrecision=8|quoteAssetPrecision=8,5,1,0,1,0,0,0,0,0,0
HOLOUSDT,OutOfSample,3251,3251,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,100,0.0001,0.1,913205152,0.1,0,1443245.59125,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=100|priceTick=0.0001|lotMin=0.1|lotMax=913205152|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,58,4,0,1,0,0,0,0,0,0
PUMPUSDT,OutOfSample,3256,3256,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,100,0.000001,1,913205152,1,0,42915400.85,0,1.2,0.5,2,0.8,5,5,9000000,2,8,8,priceMin=0.000001|priceMax=100|priceTick=0.000001|lotMin=1|lotMax=913205152|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=2|quotePrecision=8|quoteAssetPrecision=8,3,1,0,1,0,0,0,0,0,0
XPLUSDT,OutOfSample,3289,3289,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,100,0.00001,0.1,913205152,0.1,0,3153378.59583333,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.00001|priceMax=100|priceTick=0.00001|lotMin=0.1|lotMax=913205152|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,38,1,0,1,0,0,0,0,0,0
UUSDT,OutOfSample,3470,3470,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.2,0.0001,1,10000000,1,0,8102884.94166666,0,1.1,0.9,1.1,0.9,5,5,9000000,8,8,8,priceMin=0.8|priceMax=1.2|priceTick=0.0001|lotMin=1|lotMax=10000000|lotStep=1|bidUp=1.1|bidDown=0.9|askUp=1.1|askDown=0.9|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,14,3,0,1,0,0,0,0,0,0
RLUSDUSDT,OutOfSample,3480,3480,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.2,0.0001,1,10000000,1,0,13417816.85,0,1.1,0.9,1.1,0.9,5,5,9000000,8,8,8,priceMin=0.8|priceMax=1.2|priceTick=0.0001|lotMin=1|lotMax=10000000|lotStep=1|bidUp=1.1|bidDown=0.9|askUp=1.1|askDown=0.9|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,14,3,0,1,0,0,0,0,0,0
CHIPUSDT,OutOfSample,3564,3564,flat,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,100,0.00001,1,913205152,1,0,2178799.9375,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.00001|priceMax=100|priceTick=0.00001|lotMin=1|lotMax=913205152|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,49,3,0,1,0,0,0,0,0,0
AEROUSDT,OutOfSample,3646,3646,flat,0,0,0,0,62,0,0,0,0,0,0,0,0.0001,100,0.0001,0.1,913205152,0.1,0,118466.08,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=100|priceTick=0.0001|lotMin=0.1|lotMax=913205152|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,58,4,0,1,0,0,0,0,0,0
MARSCOINUSDT,OutOfSample,3690,3690,flat,0,0,0,0,41,0,0,0,0,0,0,0,0.0001,100,0.0001,0.1,913205152,0.1,0,609890.56666666,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=100|priceTick=0.0001|lotMin=0.1|lotMax=913205152|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,58,4,0,1,0,0,0,0,0,0
牛来USDT,OutOfSample,3696,3696,flat,0,0,0,0,8,0,0,0,0,0,0,0,0.00001,100,0.00001,1,913205152,1,0,215653.79166666,0,1.2,0.5,2,0.8,5,1,9000000,8,8,8,priceMin=0.00001|priceMax=100|priceTick=0.00001|lotMin=1|lotMax=913205152|lotStep=1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=1|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,2,1,0,1,0,0,0,0,0,0
BNBUSDT,OutOfSample,98,98,negative,-0.017129862467172297,1.0639340716044234,1.0810639340716057,-0.00003172196753180055,4425,54,54,106,32,22,0,0.5925925925925926,0.01,100000,0.01,0.001,900000,0.001,0,5896.4756125,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.01|priceMax=100000|priceTick=0.01|lotMin=0.001|lotMax=900000|lotStep=0.001|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,12,3,0.6666666666666666,0,0.3333333333333333,9.53766483000453,3.1792216100015103,4.23979032319625,9.554794692471702,-0.017129862467172297
NEARUSDT,OutOfSample,1097,1097,negative,-0.060666223090151794,-0.0006668899801325345,0.05999933311001988,-0.002022207436338393,1223,3,3,8,1,2,0,0.3333333333333333,0.001,1000,0.001,0.1,900000,0.1,0,178221.71125,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.001|priceMax=1000|priceTick=0.001|lotMin=0.1|lotMax=900000|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,6,2,0,0.5,0.5,-0.060666223090151794,-0.030333111545075897,-0.030333111545075897,0,-0.060666223090151794
XRPUSDT,Sample,306,306,negative,-0.08529875666074481,-0.06536412078152587,0.019934635879218475,-0.008529875666074481,359,1,1,1,0,1,0,0,0.0001,10000,0.0001,0.1,9222449,0.1,0,1638940.25833333,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.0001|priceMax=10000|priceTick=0.0001|lotMin=0.1|lotMax=9222449|lotStep=0.1|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,14,4,0,0.75,0.25,-0.08529875666074481,-0.021324689165186202,0,0,-0.08529875666074481
TRUMPUSDT,OutOfSample,2908,2908,negative,-0.15924542743538672,0.02077534791252411,0.1800207753479125,-0.0017693936381709635,1656,9,9,25,6,3,0,0.6666666666666666,0.001,10000,0.001,0.001,9222449,0.001,0,81936.5370375,0,1.2,0.5,2,0.8,5,1,9000000,8,8,8,priceMin=0.001|priceMax=10000|priceTick=0.001|lotMin=0.001|lotMax=9222449|lotStep=0.001|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=1|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,3,1,0,0,1,-0.15924542743538672,-0.15924542743538672,-0.15924542743538672,0,-0.15924542743538672
NVDABUSDT,OutOfSample,3593,3593,negative,-0.38973517562196713,1.0312961204985158,1.4210312961205005,-0.0005489227825661509,3813,71,71,146,41,30,0,0.5774647887323944,0.01,100000,0.01,0.001,922327,0.001,0,1359.1888875,0,1.1,0.8,1.2,0.9,5,5,9000000,8,8,8,priceMin=0.01|priceMax=100000|priceTick=0.01|lotMin=0.001|lotMax=922327|lotStep=0.001|bidUp=1.1|bidDown=0.8|askUp=1.2|askDown=0.9|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,45,5,0.2,0,0.8,-8.391816402074612,-1.6783632804149224,-1.058746592083142,1.2046467261945655,-9.596463128269178
PAXGUSDT,OutOfSample,968,968,negative,-0.4454246266268,0.975550924297484,1.420975550924299,-0.000627358629051831,4647,71,71,116,39,32,0,0.5492957746478874,0.01,1000000,0.01,0.0001,9000,0.0001,0,529.48323958,0,1.1,0.8,1.2,0.9,5,5,9000000,8,8,8,priceMin=0.01|priceMax=1000000|priceTick=0.01|lotMin=0.0001|lotMax=9000|lotStep=0.0001|bidUp=1.1|bidDown=0.8|askUp=1.2|askDown=0.9|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,8,2,0,0,1,-1.2714288459844343,-0.6357144229922171,-0.6357144229922171,0,-1.2714288459844343
UNIUSDT,OutOfSample,1042,1042,negative,-0.6445915026535254,-0.34493643909262106,0.2996550635609074,-0.004297276684356836,2587,15,15,40,10,5,0,0.6666666666666666,0.001,10000,0.001,0.01,90000,0.01,0,34407.48575,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.001|priceMax=10000|priceTick=0.001|lotMin=0.01|lotMax=90000|lotStep=0.01|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,35,7,0.7142857142857143,0.14285714285714285,0.14285714285714285,4.476389349545711,0.6394841927922444,0.2854040668351565,5.120980852199235,-0.6445915026535254
GRAMUSDT,OutOfSample,3623,3623,negative,-0.7951502031049242,-0.6958460491540785,0.09930415395084591,-0.015903004062098484,257,5,5,10,1,4,0,0.2,0.001,1000,0.001,0.01,92141578,0.01,0,130079.04725,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.001|priceMax=1000|priceTick=0.001|lotMin=0.01|lotMax=92141578|lotStep=0.01|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,37,5,0.8,0,0.2,1.7066986117857603,0.34133972235715204,0.05521301482701779,2.5018488148906846,-0.7951502031049242
XAUTUSDT,OutOfSample,3544,3544,negative,-0.8260042193576344,0.7947905712135648,1.6207947905712141,-0.0010197582955032522,4585,81,81,130,49,32,0,0.6049382716049383,0.01,1000000,0.01,0.0001,9000,0.0001,0,387.55649958,0,1.1,0.8,1.2,0.9,5,5,9000000,8,8,8,priceMin=0.01|priceMax=1000000|priceTick=0.01|lotMin=0.0001|lotMax=9000|lotStep=0.0001|bidUp=1.1|bidDown=0.8|askUp=1.2|askDown=0.9|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,8,2,0,0,1,-1.2714288459844343,-0.6357144229922171,-0.6357144229922171,0,-1.2714288459844343
SPCXBUSDT,OutOfSample,3596,3596,negative,-1.058746592083142,0.28153494285970826,1.3402815349428614,-0.0015802187941539433,4167,67,67,143,42,25,0,0.6268656716417911,0.01,100000,0.01,0.001,922327,0.001,0,3641.828775,0,1.1,0.8,1.2,0.9,5,5,9000000,8,8,8,priceMin=0.01|priceMax=100000|priceTick=0.01|lotMin=0.001|lotMax=922327|lotStep=0.001|bidUp=1.1|bidDown=0.8|askUp=1.2|askDown=0.9|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,45,5,0.2,0,0.8,-8.391816402074612,-1.6783632804149224,-1.058746592083142,1.2046467261945655,-9.596463128269178
TAOUSDT,OutOfSample,2587,2587,negative,-1.3859942816413302,-0.40640068232366033,0.9795935993176775,-0.0028285597584516943,4075,49,49,107,25,24,0,0.5102040816326531,0.1,100000,0.1,0.0001,922327,0.0001,0,1449.28611583,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.1|priceMax=100000|priceTick=0.1|lotMin=0.0001|lotMax=922327|lotStep=0.0001|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,5,1,0,0,1,-1.3859942816413302,-1.3859942816413302,-1.3859942816413302,0,-1.3859942816413302
QQQBUSDT,OutOfSample,3617,3617,negative,-1.790808112335525,-0.5913995118473738,1.1994086004881532,-0.002984680187225875,4197,60,60,82,18,42,0,0.3,0.01,100000,0.01,0.001,922327,0.001,0,686.70663333,0,1.1,0.8,1.2,0.9,5,5,9000000,8,8,8,priceMin=0.01|priceMax=100000|priceTick=0.01|lotMin=0.001|lotMax=922327|lotStep=0.001|bidUp=1.1|bidDown=0.8|askUp=1.2|askDown=0.9|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,45,5,0.2,0,0.8,-8.391816402074612,-1.6783632804149224,-1.058746592083142,1.2046467261945655,-9.596463128269178
BCHUSDT,Sample,661,661,negative,-2.1195238795901137,-0.07960348307320375,2.0399203965169286,-0.002077964587833445,4214,102,102,249,72,30,0,0.7058823529411765,0.1,100000,0.1,0.001,90000,0.001,0,2348.16953333,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.1|priceMax=100000|priceTick=0.1|lotMin=0.001|lotMax=90000|lotStep=0.001|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,6,1,0,0,1,-2.1195238795901137,-2.1195238795901137,-2.1195238795901137,0,-2.1195238795901137
SNDKBUSDT,OutOfSample,3594,3594,negative,-2.7366554408728145,-1.1978532941669995,1.5388021467058346,-0.0035540979751594996,4123,77,77,189,51,26,0,0.6623376623376623,0.01,999996,0.01,0.0001,92233,0.0001,0,248.21347916,0,1.1,0.8,1.2,0.9,5,5,9000000,8,8,8,priceMin=0.01|priceMax=999996|priceTick=0.01|lotMin=0.0001|lotMax=92233|lotStep=0.0001|bidUp=1.1|bidDown=0.8|askUp=1.2|askDown=0.9|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,3,1,0,0,1,-2.7366554408728145,-2.7366554408728145,-2.7366554408728145,0,-2.7366554408728145
ETCUSDT,Sample,351,351,negative,-2.914877561018076,-2.3372147757938735,0.5776627852242063,-0.010051301934545091,2501,29,29,73,20,9,0,0.6896551724137931,0.01,10000,0.01,0.01,90000,0.01,0,11108.75075,0,1.2,0.5,2,0.8,5,5,9000000,8,8,8,priceMin=0.01|priceMax=10000|priceTick=0.01|lotMin=0.01|lotMax=90000|lotStep=0.01|bidUp=1.2|bidDown=0.5|askUp=2|askDown=0.8|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,4,1,0,0,1,-2.914877561018076,-2.914877561018076,-2.914877561018076,0,-2.914877561018076
SOXLBUSDT,OutOfSample,3632,3632,negative,-6.357173248228543,-5.102275523752315,1.2548977244762494,-0.010090751187664355,4048,63,63,144,29,34,0,0.4603174603174603,0.01,100000,0.01,0.001,922327,0.001,0,1464.33430416,0,1.1,0.8,1.2,0.9,5,5,9000000,8,8,8,priceMin=0.01|priceMax=100000|priceTick=0.01|lotMin=0.001|lotMax=922327|lotStep=0.001|bidUp=1.1|bidDown=0.8|askUp=1.2|askDown=0.9|percentMins=5|minNotional=5|maxNotional=9000000|basePrecision=8|quotePrecision=8|quoteAssetPrecision=8,45,5,0.2,0,0.8,-8.391816402074612,-1.6783632804149224,-1.058746592083142,1.2046467261945655,-9.596463128269178
